pmid
1007231
1303800
1477552
1537802
1541525
1666524
1799694
2016048
2038305
2041471
2132028
2152162
2238387
2382566
2391877
2494098
2532939
2902187
3027035
3049552
3335402
7479842
7500937
7549480
7556057
7579614
7591094
7591097
7756829
7824933
7859307
7873779
7892267
7903285
7926737
7949327
7983570
7991574
7995519
8007987
8016141
8114941
8208859
8312740
8335641
8389476
8535140
8589414
8589423
8612587
8636047
8647387
8664503
8672814
8675296
8704997
8736545
8757395
8760791
8810071
8813691
8828218
8844149
8900004
8917571
8946911
8953707
8953776
9002270
9009352
9009353
9043114
9043115
9044266
9057326
9061946
9090881
9100380
9100386
9116640
9155019
9184205
9204563
9218789
9244249
9259554
9274012
9284116
9284117
9293005
9298905
9308185
9338961
9353946
9389652
9390419
9390422
9398674
9401122
9450333
9450334
9454647
9478896
9501479
9546185
9573075
9573112
9574508
9576944
9596738
9620950
9625714
9632257
9636208
9671796
9675893
9683476
9694829
9707535
9724634
9724689
9736529
9741091
9742203
9748287
9768518
9770551
9781884
9832321
9841840
9871122
9885194
9890266
9894916
9916068
9916119
9927411
10022948
10102363
10209038
10226376
10322006
10328985
10377153
10383767
10417206
10417386
10432635
10438746
10444345
10455173
10482503
10485289
10485919
10517030
10521529
10521531
10540295
10557357
10564490
10569754
10569785
10571888
10572127
10581270
10587474
10594035
10594825
10627051
10628868
10639402
10639412
10662860
10671527
10692360
10704467
10722594
10755298
10755300
10755307
10792722
10799502
10807578
10809683
10816502
10875333
10875335
10878139
10880434
10899116
10921881
10931287
10931947
10940006
10948253
10975650
10975654
10978273
10992507
11006333
11006342
11029697
11038529
11043465
11065354
11069668
11073971
11082066
11090206
11106022
11119499
11123698
11157776
11179356
11204774
11208022
11226312
11248066
11251806
11251832
11251855
11254618
11259598
11262411
11270409
11277427
11277428
11277429
11277434
11283284
11287622
11297411
11298287
11298769
11310744
11310747
11325951
11332731
11349062
11359567
11371530
11386370
11391010
11415984
11449054
11452311
11471744
11487704
11489122
11489126
11497471
11535799
11549759
11580841
11605954
11606528
11607305
11694594
11698648
11703667
11705928
11705974
11706166
11722734
11737641
11737651
11754483
11763127
11854465
11876422
11895938
11929211
11929516
11929539
11952120
11967067
11967069
11967070
11971145
11994163
12000454
12019223
12026168
12062102
12065484
