pmid
1
50
876893
1388107
1423663
1423716
1537802
1541525
2016048
2036746
2257633
2320611
2719994
2946938
3152949
3985323
8307980
8641470
8702300
9437864
9758830
9871122
10537193
10755310
10919801
10931960
10998185
11036010
11057448
11251832
11310744
11391010
11418514
11517316
11600353
12019099
12135574
12423017
12519188
12543662
12604551
12612806
12709346
12795381
12821484
12906113
14693557
15096512
15151285
15155877
15215099
15215142
15345450
15378266
15387816
15469522
15504870
15672814
15720083
15842623
15917566
15923325
15986923
15998308
16048935
16167771
16277434
16278459
16377218
16517760
16556221
16610742
16723566
16798873
16801438
16965554
17041146
17056708
17073308
17107817
17214742
17253976
17371828
17379549
17379594
17427809
17427816
17511023
17849712
18083828
18179606
18179696
18263776
18339563
18443110
18464895
18606236
18775650
18779358
18926918
18943005
18944137
18992352
19170874
19228334
19320833
19377037
19445590
19459949
19696351
19888824
19900007
20019793
20367465
20447272
20447276
20507436
20507446
20507510
20601497
20618707
20624958
20879840
21037181
21077124
21138346
21237280
21357477
21467214
21623954
21757352
21830952
21868806
21933337
22013911
22045588
22102810
22140571
22155829
22194684
22241993
22314539
22331412
22415513
22416119
22483046
22536383
22591226
22634273
22649560
22693448
22702217
22713714
22848705
22885736
22897872
22906850
22912706
23204406
23206118
23226235
23266949
23279638
23406519
23431382
23448507
23498959
23548743
23594295
23596453
23629718
23716655
23873862
23951354
24073880
24104566
24119086
24170858
24186953
24237140
24259685
24313955
24341593
24423427
24433289
24742071
24847068
24903410
24913566
25024433
25314920
25385095
25424308
25441450
25608181
25627815
25644479
25648042
25740416
25758923
25888589
25902074
25936676
25944571
25967461
25968644
26092798
26163574
26177154
26177389
26220356
26307454
26317500
26336092
26484316
26524547
26579156
26592855
26596626
26631591
26714171
26822079
26883226
26883488
26946045
26966171
26970115
27049762
27088499
27199944
27242773
27320044
27349740
27415408
27558019
27644008
27676173
27696417
27799210
27819043
27995670
28066471
28082413
28087830
28270626
28288096
28288207
28456312
28630186
28715477
28720735
28743081
29020037
29031630
29233978
29269475
29274114
29377937
29434355
29481865
29567712
29588335
29703884
29757394
29868497
29922244
29933981
29933982
29947970
30011129
30044782
30049706
30148881
30202022
30220500
30319576
30320960
30346270
30355769
30428318
30459352
30497711
30518923
30544784
30584105
30603875
30610168
30651637
30686204
30703564
30727143
30732567
30759350
30782963
30811314
30874562
30876893
30911085
30945786
31012804
31076860
31100153
31100892
31105658
31148337
31246152
31250536
31333690
31484736
31501141
31529497
31557947
31575748
31605748
31642594
31783262
31804478
31860693
32125494
32194243
32247857
32323095
32462473
32487759
32492572
32537857
32569396
32725938
32761142
32795268
32796867
32873802
32879321
32883427
33028685
33050283
33078534
33103963
33134189
33203871
33206370
33268895
33300219
33329641
33510733
33537009
33552040
33561548
33570748
33576059
33797163
33877328
33960431
34053091
34072465
34208898
34331498
34399627
34490974
34716592
34741560
34761375
34838989
35049998
35055065
35055095
35056581
35170184
35191164
35205962
35239989
35336678
35430769
35468894
35616618
35639755
35677245
35839700
35882860
35986640
36222564
36224193
36283838
36374166
36448789
36477146
36577386
36760509
36853197
36928713
36972124
36986302
37059379
37108921
37108926
37128172
37177781
37233229
37257494
37278525
37306516
37334181
37391937
37504517
37581021
37596985
37671872
37695773
37704227
37745472
37820736
37958874
38056173
38138005
38149487
38197633
38239503
38241914
38264490
38265007
38331317
38342252
38344883
38374637
38376217
38377033
38393168
38409036
38474190
38478507
38519521
38552146
38642053
38748933
38786671
38786673
38824820
38831556
38877764
38903792
38916927
38921746
38970790
39046202
39057604
39080148
39109951
39110876
39118198
39235122
39255299
39256758
39316797
39352788
39365766
39367256
39400398
39403939
39432268
39464835
39475321
39477586
39487604
39528565
39608178
39648535
39684515
39728324
39787257
39815893
39852455
39853238
40050740
40087541
40091519
40130862
40159102
40166905
40229290
40230318
40251727
40278061
40278128
40294209
40356348
40362606
40369801
40422731
40432254
40475292
40497787
40593615
40611539
40674698
40756215
40758818
40820707
40842061
40852952
40864244
40872185
40879171
40890410
40894500
40934067
40940425
40941890
40966160
40969119
40985441
40989182
40992398
41003206
41003498
41011426
41022737
41039783
41062680
41123234
41149919
41155314
41156765
41163539
41166410
41174574
41178127
41227638
41229162
41234058
41238025
41239005
41257568
41263677
41277790
41291040
41295144
41295150
41295166
41295201
41305368
41325431
41325436
41382358
41452939
41459966
41461027
41461450
41470072
41472055
41479409
41480111
41481777
41493370
41493395
41495884
41514501
41520966
41521390
41526809
41527201
41528136
41528188
41536522
41553235
41555761
41556236
41563720
41578209
41581883
41588863
41590448
41590450
41591169
41596494
41597615
41600115
41605287
41606468
41636382
41637513
41637569
41641775
41649649
41649716
41649761
41656854
41693261
41696029
41720778
41720806
41727734
41734066
41745229
41745253
41745264
41778772
41786643
41786679
41812264
41835575
41846537
41920808
